Gender,DOB,Degree,Specialization,collegeGPA,GraduationYear,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,1991-08-20,B.Tech/B.E.,civil engineering,65.66,2013,-1.0208,-0.1206,-0.6048,-0.2344,-0.8608,295000
m,1991-09-05,B.Tech/B.E.,electronics and communication engineering,83.43,2014,-0.7335,-0.9531,-1.8344,0.0192,-2.5853,300000
m,1990-03-06,B.Tech/B.E.,computer science & engineering,67.0,2013,-0.0154,-0.6201,-1.527,-0.7415,-0.0943,305000
f,1993-07-06,B.Tech/B.E.,information technology,75.6,2014,0.5591,1.2114,0.6248,-0.6147,-0.6692,325000
m,1989-10-20,B.Tech/B.E.,computer engineering,70.17,2010,-0.1082,0.3448,0.8171,-0.2902,0.8183,120000
m,1993-07-02,B.Tech/B.E.,mechanical engineering,78.36,2014,0.7027,0.0459,-0.9122,-0.1076,-0.6692,300000
m,1992-08-15,B.Tech/B.E.,industrial & management engineering,80.0,2014,0.99,0.5454,0.4711,-1.6289,-2.2021,320000
m,1992-08-05,B.Tech/B.E.,computer science & engineering,76.1,2014,-0.159,0.0459,0.7785,-0.6147,-0.0943,320000
f,1990-02-06,B.Tech/B.E.,electronics and communication engineering,72.25,2012,1.1283,1.1248,1.1074,-0.7603,0.3049,345000
m,1990-12-25,B.Tech/B.E.,information technology,63.0,2012,-0.5719,-0.1232,0.9623,1.2374,0.1864,150000
m,1990-06-06,B.Tech/B.E.,computer science & engineering,75.69,2012,0.5591,-0.4536,-0.1437,-0.8682,-0.4776,145000
f,1988-03-23,B.Tech/B.E.,electronics and communication engineering,77.0,2010,-1.0355,-1.0593,-1.0697,0.4148,-0.4455,730000
m,1990-07-28,MCA,computer application,65.47,2014,-1.4517,0.2124,0.1637,-0.8682,0.8637,400000
m,1991-03-08,B.Tech/B.E.,electronics and communication engineering,64.7,2013,0.2718,-1.1196,-0.7585,-0.4879,-0.8608,180000
m,1993-03-10,B.Tech/B.E.,computer science & engineering,72.9,2014,0.4155,0.7119,0.4711,-1.2486,0.6721,325000
f,1992-12-18,B.Tech/B.E.,computer engineering,72.3,2013,0.3555,0.2668,-0.2714,-0.2902,-0.1295,420000
f,1992-04-09,B.Tech/B.E.,information technology,64.0,2014,0.2718,-0.2871,0.6248,2.301,-0.6692,125000
m,1992-01-28,B.Tech/B.E.,electronics and communication engineering,75.0,2013,0.5591,0.0459,-0.7585,-1.5021,0.0973,300000
m,1990-08-09,B.Tech/B.E.,computer engineering,82.16,2012,0.9737,0.1498,0.163999999999999,0.1798,-0.4455,355000
f,1990-11-02,B.Tech/B.E.,computer science & engineering,79.0,2013,0.99,-0.1206,0.1637,-0.7415,-0.2859,95000
f,1990-08-07,B.Tech/B.E.,computer engineering,63.5,2011,0.6646,0.9688,1.4267,0.8457,1.3976,395000
m,1993-06-13,B.Tech/B.E.,electronics and communication engineering,78.0,2014,-1.308,0.5454,-0.9122,0.9066,0.0973,230000
m,1990-02-27,B.Tech/B.E.,information technology,60.0,2011,-1.9629,-0.2793,-0.344,0.5323,-0.1295,415000
m,1989-10-14,M.Tech./M.E.,computer science & engineering,78.0,2013,0.5591,0.2124,1.0859,0.653,-0.4776,215000
m,1990-07-07,B.Tech/B.E.,electronics and communication engineering,74.2,2013,0.4155,0.5454,0.1637,-0.7415,-0.2859,205000
m,1990-03-21,B.Tech/B.E.,information technology,69.73,2011,0.3555,0.8128,0.3817,0.1798,-0.4455,500000
m,1988-06-25,B.Tech/B.E.,electronics and communication engineering,61.4,2011,0.0464,-1.0905,1.6484,0.218999999999999,1.0395,390000
m,1993-06-23,B.Tech/B.E.,electronics and communication engineering,61.38,2014,0.7027,-0.6201,-1.0659,0.653,-0.6692,180000
m,1988-04-30,B.Tech/B.E.,chemical engineering,75.0,2010,-0.4173,0.1888,0.3817,0.0623,0.0284,375000
m,1993-02-11,B.Tech/B.E.,electronics and electrical engineering,78.84,2013,0.4155,0.7119,0.01,-0.2344,0.0973,200000
f,1992-10-10,B.Tech/B.E.,electronics and communication engineering,78.0,2014,-0.0154,0.3789,0.3174,0.1459,-0.2859,300000
m,1989-02-27,B.Tech/B.E.,information technology,63.42,2013,0.2718,0.8784,-0.4511,-1.6289,0.6721,335000
m,1992-06-19,B.Tech/B.E.,information technology,70.3,2013,-0.3027,-0.2871,0.7785,1.1601,-1.0524,420000
m,1989-03-06,B.Tech/B.E.,electronics and communication engineering,65.15,2012,-0.1855,-0.2793,1.2525,0.7086,0.1864,200000
f,1990-08-22,B.Tech/B.E.,computer engineering,67.0,2013,1.5644,1.2114,1.547,-0.995,0.4805,240000
f,1992-01-31,B.Tech/B.E.,computer science & engineering,70.1,2013,0.2718,0.0459,0.9322,-0.3612,0.6721,120000
m,1989-01-22,B.Tech/B.E.,computer engineering,75.73,2010,-0.7264,0.5008,0.2366,0.7673,-0.2875,500000
f,1990-09-03,B.Tech/B.E.,electronics and communication engineering,72.4,2013,0.2718,0.2124,-0.9122,-1.5021,0.0973,310000
m,1991-03-01,B.Tech/B.E.,electronics and electrical engineering,87.5,2012,0.6646,0.2668,-0.7068,0.53233,0.0284,120000
m,1988-10-14,B.Tech/B.E.,electronics and communication engineering,65.8,2011,0.3555,1.2808,0.0914,0.1798,0.8183,290000
f,1986-10-23,MCA,computer application,90.0,2011,0.2009,-0.4353,-0.0537,-1.3478,0.5024,350000
m,1992-09-06,B.Tech/B.E.,information technology,71.8,2014,-1.4517,-1.2861,0.01,-0.2344,-1.244,325000
f,1989-10-09,B.Tech/B.E.,biotechnology,73.0,2012,-0.1082,0.5008,-0.4891,-0.2902,-0.406,235000
m,1994-01-05,B.Tech/B.E.,electronics and communication engineering,70.1,2015,-0.159,0.2124,0.3174,0.5262,-0.2859,325000
m,1986-05-12,B.Tech/B.E.,instrumentation and control engineering,84.4,2010,-0.5719,0.5008,-1.0697,-0.5253,0.1864,1300000
f,1990-09-19,B.Tech/B.E.,electronics and communication engineering,60.0,2012,-1.1128,0.1888,-0.344,1.41363,-1.2354,225000
f,1993-01-17,B.Tech/B.E.,electronics & telecommunications,71.2,2014,-0.8772,-0.4536,-0.1437,-0.4879,-0.0943,100000
f,1989-07-21,B.Tech/B.E.,information technology,63.7,2010,-1.3447,-0.7473,-1.3599,0.5323,1.1343,300000
f,1991-03-26,B.Tech/B.E.,information technology,65.0,2013,0.7027,0.7119,1.3933,-1.3753,0.4805,355000
f,1990-05-14,B.Tech/B.E.,computer engineering,77.0,2012,0.2782,0.3448,0.0914,-1.1422,-0.6035,430000
m,1991-08-11,B.Tech/B.E.,electronics and communication engineering,68.0,2013,-0.3027,0.7119,0.01,-0.995,-0.4776,240000
f,1992-01-26,B.Tech/B.E.,electronics and communication engineering,76.0,2014,1.5644,1.0449,0.9322,-0.2344,0.8637,115000
m,1991-11-10,B.Tech/B.E.,computer engineering,69.0,2013,0.51,0.3448,0.8171,1.58992999999999,0.1864,180000
m,1990-06-28,B.Tech/B.E.,electronics and communication engineering,78.0,2012,1.6692,1.2808,0.9623,0.1798,0.0284,95000
m,1989-06-30,B.Tech/B.E.,electronics and communication engineering,74.3,2011,-1.0355,-0.2793,0.9623,0.0623,-0.4455,350000
f,1989-07-19,B.Tech/B.E.,electronics and electrical engineering,78.7,2011,1.1283,1.4368,-0.344,-0.2902,0.5024,345000
m,1992-09-24,B.Tech/B.E.,computer science & engineering,61.8,2014,1.4208,1.7109,1.7007,-2.2627,-1.4356,315000
m,1990-11-08,B.Tech/B.E.,computer science & engineering,68.0,2013,-0.4463,-0.1206,1.0859,0.1459,-0.8608,350000
m,1992-03-26,B.Tech/B.E.,computer science & engineering,76.0,2014,0.4155,1.0449,1.0859,-0.995,0.2889,325000
f,1990-06-01,MCA,computer application,71.0,2013,-0.4463,-0.1206,-0.1437,0.9066,0.8637,190000
f,1990-06-09,B.Tech/B.E.,computer engineering,73.0,2012,-1.6538,0.8128,0.672,1.2374,0.7788,465000
m,1992-01-30,B.Tech/B.E.,computer science & engineering,84.0,2014,-1.8825,0.5454,-1.3733,-0.2344,1.4386,500000
m,1992-01-19,B.Tech/B.E.,electronics & telecommunications,73.0,2013,0.4155,-0.1206,0.1637,-1.6289,-0.2859,415000
m,1990-07-25,B.Tech/B.E.,computer science & engineering,83.0,2013,-0.4463,-0.2871,0.3174,0.653,0.6721,140000
m,1992-09-07,B.Tech/B.E.,computer science & engineering,82.67,2014,-2.0262,0.0459,0.4711,-0.995,0.2889,350000
m,1992-09-09,B.Tech/B.E.,information technology,68.26,2014,-0.7335,0.8784,-0.4511,-0.7415,1.0554,320000
m,1991-06-30,B.Tech/B.E.,computer engineering,73.0,2013,1.2772,0.5454,0.7785,-0.6147,-0.4776,420000
f,1991-07-26,B.Tech/B.E.,computer science & engineering,67.4,2013,1.2772,0.5454,-1.2196,0.9066,-0.0943,145000
m,1990-10-07,B.Tech/B.E.,electronics and communication engineering,61.92,2012,0.6646,-2.3073,-0.344,1.5899,0.0679,150000
m,1990-12-17,B.Tech/B.E.,computer science & engineering,68.0,2013,-1.4517,-0.1206,0.4711,2.0475,0.4805,420000
m,1991-04-15,B.Tech/B.E.,information technology,69.43,2013,0.2718,0.5454,0.3174,-0.8682,0.6721,180000
m,1991-04-23,B.Tech/B.E.,computer engineering,69.0,2013,0.5591,-0.2871,0.4711,-1.1218,-2.0105,400000
m,1990-09-12,B.Tech/B.E.,electronics and communication engineering,75.6,2012,-0.3014,-1.8393,-0.4891,1.14923,-2.1833,440000
m,1991-07-10,B.Tech/B.E.,computer science & engineering,80.6,2013,0.7027,1.0449,1.0859,1.1601,0.6721,240000
m,1991-02-27,B.Tech/B.E.,computer engineering,69.03,2012,0.0464,0.0328,-0.0537,-0.4371,-0.4455,405000
m,1991-02-18,B.Tech/B.E.,electronics & telecommunications,70.87,2013,-0.5899,-0.2871,-0.4511,0.9066,-1.6273,200000
m,1993-04-10,B.Tech/B.E.,electronics and communication engineering,60.9,2014,0.4155,-0.1206,0.9322,0.653,0.0973,310000
m,1992-09-26,B.Tech/B.E.,electronics and communication engineering,73.0,2014,-0.4463,0.5454,0.6248,-0.2344,0.6721,325000
f,1990-01-31,B.Tech/B.E.,electronics and communication engineering,74.0,2011,-1.0355,0.8128,-0.6343,-1.2303,0.0284,440000
m,1991-10-05,B.Tech/B.E.,computer engineering,65.02,2012,-0.1082,0.2668,0.3817,-0.8778,-0.1295,405000
m,1991-05-15,B.Tech/B.E.,electronics and computer engineering,71.0,2013,0.99,-0.6201,-0.4511,-2.0092,0.0973,240000
m,1992-01-07,B.Tech/B.E.,information technology,74.3,2014,-0.7335,0.5454,-0.7585,-0.6147,1.4386,145000
f,1991-04-15,B.Tech/B.E.,biotechnology,76.5,2014,1.2772,0.7119,1.2396,0.3995,0.6721,170000
m,1991-10-05,B.Tech/B.E.,computer engineering,80.8,2013,-0.4463,-0.7866,-0.4511,-0.6147,-1.4356,265000
m,1991-06-30,B.Tech/B.E.,information technology,69.91,2013,0.8578,0.8128,-0.6343,-0.0846,-0.7615,440000
m,1989-12-27,B.Tech/B.E.,computer science & engineering,62.37,2013,1.2772,1.0449,0.1637,-0.7415,0.2889,325000
m,1990-03-03,B.Tech/B.E.,electronics and communication engineering,68.0,2012,-1.8083,-0.0842,0.2729,0.64983,0.5024,355000
m,1991-11-04,B.Tech/B.E.,electronics and communication engineering,77.0,2013,-0.3027,-0.9531,-0.7585,1.0333,-0.8608,600000
m,1990-04-15,B.Tech/B.E.,mechanical engineering,61.73,2012,-0.1082,-0.9033,0.672,0.29733,-0.168999999999999,430000
f,1989-07-01,B.Tech/B.E.,information technology,74.0,2011,1.2828,0.9688,0.672,1.0024,1.1343,380000
m,1989-07-01,B.Tech/B.E.,electrical engineering,69.0,2011,-1.4992,-2.3073,-2.0856,-0.0552,-2.8152,320000
f,1990-08-11,B.Tech/B.E.,electronics and communication engineering,72.2,2012,0.4155,0.0459,-0.7585,2.0475,0.2889,140000
f,1990-02-27,B.Tech/B.E.,information technology,85.8,2012,0.6646,-0.3183,-1.6865,-0.2902,-0.1295,320000
m,1987-04-15,B.Tech/B.E.,information technology,61.5,2010,-0.1082,0.3448,0.2366,0.6498,-0.9194,280000
m,1992-01-18,B.Tech/B.E.,mechanical engineering,66.17,2014,-0.4463,0.0459,-0.9122,0.2727,-1.0524,120000
m,1990-09-13,MCA,computer application,72.0,2014,-2.457,0.0459,0.3174,1.2869,-0.4776,300000
m,1992-10-03,B.Tech/B.E.,electronics and communication engineering,69.42,2014,0.2718,-1.2861,-1.527,-1.2486,-0.8608,120000
m,1990-09-14,B.Tech/B.E.,computer engineering,66.6,2012,0.9737,-0.5523,-1.4688,-1.1128,-1.2354,250000
m,1991-06-10,B.Tech/B.E.,electronics & telecommunications,71.3,2012,0.0464,0.1888,0.3817,-0.6428,-0.5245,310000
f,1993-08-01,B.Tech/B.E.,computer science & engineering,75.27,2014,-1.4517,-1.6191,-1.6807,-0.995,-2.5853,100000
m,1990-03-28,B.Tech/B.E.,computer science & engineering,70.3,2013,-1.4517,-2.2851,-1.0659,0.1459,-2.9686,280000
m,1990-10-09,MCA,computer application,77.04,2014,-0.1982,0.1125,0.6388,1.4136,1.6302,105000
m,1990-11-08,MCA,computer application,78.16,2014,0.4155,0.8027,0.4711,-0.2344,0.0973,220000
f,1992-06-28,B.Tech/B.E.,electronics and communication engineering,62.0,2014,-1.4992,0.3448,1.1074,1.4724,0.5419,200000
m,1991-12-20,B.Tech/B.E.,electronics and communication engineering,90.01,2012,0.6646,0.0328,-1.9405,1.11982999999999,-0.168999999999999,610000
f,1991-10-21,B.Tech/B.E.,computer science & engineering,71.78,2013,0.7027,0.7119,1.0859,0.7798,-0.2859,240000
m,1990-08-11,B.Tech/B.E.,mechanical engineering,72.19,2012,-0.2628,0.6568,-1.6502,-1.1128,0.5024,400000
m,1989-08-15,B.Tech/B.E.,information technology,73.5,2011,-0.5719,-0.1232,-0.4891,-0.1727,-0.7615,725000
m,1990-12-17,B.Tech/B.E.,electronics and communication engineering,87.1,2012,0.9737,-0.5523,0.925999999999999,0.53233,0.1864,500000
m,1990-08-24,B.Tech/B.E.,electronics and electrical engineering,61.14,2012,-0.1855,-0.2793,-0.9245,1.3255,-0.2875,100000
m,1992-08-09,B.Tech/B.E.,information technology,71.54,2014,0.4155,-0.6201,0.3174,0.9066,-0.6692,320000
m,1991-01-12,B.Tech/B.E.,mechanical engineering,55.0,2013,-0.8772,-0.1206,-0.1437,-0.2344,-0.0943,775000
m,1992-02-17,B.Tech/B.E.,information technology,70.0,2014,-1.1644,-1.9521,-1.0659,-1.1218,-0.6692,305000
m,1991-02-15,B.Tech/B.E.,computer engineering,62.0,2014,0.4155,0.2124,1.2396,-0.8682,-0.0943,120000
f,1989-07-22,B.Tech/B.E.,electrical engineering,76.0,2011,0.1282,1.2114,0.1637,-1.1218,0.4805,120000
m,1992-11-13,B.Tech/B.E.,electronics and communication engineering,66.0,2013,1.9953,0.3789,1.2396,-1.7556,1.4386,240000
m,1989-07-02,M.Tech./M.E.,computer science & engineering,72.5,2014,0.8463,-0.4536,-0.1437,-1.1218,-1.244,100000
m,1991-05-19,B.Tech/B.E.,computer science & engineering,64.0,2012,0.99,-0.1206,-0.1437,-1.7556,-1.244,170000
m,1994-09-10,B.Tech/B.E.,electronics and communication engineering,66.0,2014,0.4155,0.3789,0.7785,-0.1076,0.0973,200000
m,1991-02-22,M.Tech./M.E.,other,69.0,2015,1.59199999999999,0.7348,0.4906,-0.9953,0.1864,150000
m,1991-08-20,B.Tech/B.E.,computer science & engineering,64.0,2013,-1.0208,0.0459,0.1637,0.9066,0.4805,310000
m,1991-10-03,B.Tech/B.E.,computer science & engineering,67.2,2014,0.4155,0.2124,-0.4511,-0.6147,0.2889,100000
m,1991-01-08,B.Tech/B.E.,electronics and communication engineering,68.0,2013,0.5591,0.8784,-0.7585,0.5262,-0.4776,350000
m,1991-11-09,B.Tech/B.E.,mechanical engineering,67.93,2013,-2.1561,-0.9033,-0.344,0.2679,-2.6572,100000
f,1989-09-23,B.Tech/B.E.,computer engineering,78.0,2012,0.9737,0.5008,-1.3599,0.41483,-0.9194,450000
m,1990-11-30,B.Tech/B.E.,computer science & engineering,74.3,2012,-0.5899,0.3789,0.01,-0.2344,-0.8608,360000
m,1993-04-14,B.Tech/B.E.,computer science & engineering,73.2,2014,-1.1644,-0.9531,-1.8344,1.6672,-0.0943,325000
m,1989-05-19,B.Tech/B.E.,computer engineering,64.0,2012,0.3555,-1.0593,0.2366,-0.6428,1.4502,50000
f,1991-07-23,B.Tech/B.E.,electronics and electrical engineering,75.0,2013,0.8463,0.5454,-1.0659,-1.2486,-0.0943,200000
m,1990-04-14,B.Tech/B.E.,computer engineering,71.44,2012,0.6646,0.8518,0.5994,-0.6428,0.5024,235000
f,1990-08-19,MCA,computer application,73.0,2013,-1.5953,-0.9531,-0.2974,0.0192,-0.6692,100000
m,1992-02-03,B.Tech/B.E.,computer science & engineering,75.0,2013,-1.1644,0.8784,1.3933,0.653,-0.6692,130000
m,1988-08-03,B.Tech/B.E.,information technology,71.11,2011,-0.2628,-0.5913,0.0914,-1.2303,0.5024,430000
m,1992-09-05,B.Tech/B.E.,electronics and communication engineering,82.7,2015,0.1282,-0.1206,1.3933,-0.4879,0.6721,320000
m,1991-12-16,B.Tech/B.E.,information technology,67.0,2013,-0.4463,0.0459,-1.527,-0.1076,0.4805,220000
m,1993-07-05,B.Tech/B.E.,electronics and communication engineering,71.04,2014,-0.0154,-2.4516,-0.4511,0.2727,-3.1602,120000
f,1992-08-23,B.Tech/B.E.,information technology,79.0,2013,1.5644,1.2114,1.8543,0.9066,0.6721,385000
m,1992-09-06,B.Tech/B.E.,computer engineering,60.0,2014,-0.4463,-1.7856,1.547,0.2727,-0.0943,220000
m,1993-05-27,B.Tech/B.E.,electronics and electrical engineering,75.3,2014,0.1282,0.8784,-1.3733,0.0192,0.2889,300000
m,1992-12-07,B.Tech/B.E.,computer science & engineering,69.54,2013,-0.159,0.3789,1.3933,-0.2344,1.4386,120000
m,1990-07-15,B.Tech/B.E.,computer engineering,72.0,2012,-0.5719,0.3448,-0.6343,1.35483,0.4234,520000
f,1991-12-26,B.Tech/B.E.,computer engineering,72.0,2012,-0.4173,0.5008,-0.344,1.4724,0.3444,300000
m,1991-03-28,B.Tech/B.E.,information technology,65.0,2012,-0.3027,-1.7856,-2.4491,-0.4879,-3.1602,180000
m,1989-01-18,B.Tech/B.E.,information technology,54.0,2011,-0.1082,1.1248,1.2525,1.8249,1.4502,280000
m,1992-12-20,B.Tech/B.E.,electronics & telecommunications,74.0,2013,0.8463,1.3779,2.1617,-1.2486,0.6721,150000
m,1989-04-02,MCA,computer application,83.52,2012,-0.1855,1.1248,0.2366,-0.17277,-0.1295,100000
m,1990-12-21,B.Tech/B.E.,computer science & engineering,65.0,2012,-0.0154,-0.7866,-2.2954,-0.3612,-1.4356,280000
m,1991-06-09,B.Tech/B.E.,electrical engineering,69.4,2013,1.1336,1.3779,1.0859,-0.8682,0.0973,330000
m,1991-10-01,B.Tech/B.E.,electronics and electrical engineering,75.0,2013,0.4155,-0.2871,1.3933,-0.2344,-0.0943,180000
m,1991-01-05,B.Tech/B.E.,computer engineering,66.5,2012,-0.880999999999999,0.0328,-0.344,0.6498,0.0679,520000
f,1989-07-09,B.Tech/B.E.,electrical engineering,63.83,2012,-0.159,-0.7866,1.547,-1.3753,0.4805,300000
m,1990-03-09,B.Tech/B.E.,electronics & telecommunications,62.0,2012,-1.1901,1.5538,-0.9245,-0.17277,-0.4455,415000
m,1990-06-16,B.Tech/B.E.,electronics and communication engineering,66.5,2012,1.3215,-0.5913,0.3817,0.4442,-1.3934,215000
m,1991-12-26,B.Tech/B.E.,information technology,68.53,2013,0.99,0.3789,0.1637,-0.7415,-0.2859,310000
m,1989-04-03,B.Tech/B.E.,computer engineering,73.0,2010,-1.7389,-1.7856,0.9322,1.0333,-1.4356,240000
m,1990-09-13,B.Tech/B.E.,information technology,69.62,2013,0.1282,0.7119,0.1637,0.0192,-0.4776,195000
m,1990-10-01,B.Tech/B.E.,information technology,82.6,2012,-1.3447,-1.2153,-1.3599,0.7673,-0.9194,430000
m,1989-06-07,B.Tech/B.E.,computer engineering,68.75,2011,-2.1175,1.2808,1.3977,-0.0552,1.4502,400000
m,1990-11-25,B.Tech/B.E.,electronics & telecommunications,73.59,2012,-1.3447,-0.3183,-0.4891,0.64983,-0.4455,450000
m,1990-08-11,MCA,computer application,69.06,2013,-0.8772,-3.6171,0.01,0.653,-2.0105,105000
m,1992-08-10,B.Tech/B.E.,computer science & engineering,68.71,2014,-0.4463,0.0459,0.4711,0.3995,-1.0524,275000
f,1991-04-07,B.Tech/B.E.,information technology,70.0,2013,0.9737,0.6568,0.672,1.3549,0.6603,250000
f,1990-09-07,B.Tech/B.E.,computer engineering,74.0,2012,1.1283,0.6178,-0.1626,-0.17277,0.6603,280000
m,1991-08-23,B.Tech/B.E.,electronics and communication engineering,68.8,2012,0.2009,0.9688,-1.9405,1.3549,-0.168999999999999,425000
m,1991-12-01,B.Tech/B.E.,computer science & engineering,63.0,2014,0.2718,0.8784,1.7007,-0.8682,1.247,300000
m,1990-10-23,B.Tech/B.E.,computer engineering,65.8,2012,-1.1128,-2.6193,-1.0697,1.3255,-1.2354,335000
m,1991-03-26,B.Tech/B.E.,electronics and communication engineering,64.34,2013,0.1282,0.2124,0.01,0.0192,-0.8608,300000
m,1986-08-21,MCA,computer application,77.43,2010,0.3555,-1.5273,0.8171,2.2949,0.6603,500000
m,1993-02-14,B.Tech/B.E.,computer science & engineering,75.3,2014,-2.1698,-2.2851,-0.9122,0.3995,-3.1602,280000
m,1991-01-01,B.Tech/B.E.,electronics and communication engineering,77.01,2012,-0.4173,0.1888,-0.1988,-0.349,-0.1295,335000
f,1992-03-02,B.Tech/B.E.,information technology,72.3,2014,-1.8825,-0.2871,0.7785,1.2869,0.0973,200000
m,1991-09-17,B.Tech/B.E.,information technology,70.3,2014,0.8463,0.5454,0.7785,-1.5021,-0.2859,305000
m,1991-06-01,B.Tech/B.E.,computer science & engineering,71.45,2013,1.1336,1.0449,0.9322,-2.3895,-0.2859,480000
f,1986-06-10,MCA,computer application,64.0,2011,0.0464,0.0328,1.1074,2.0599,0.3444,120000
m,1991-06-25,B.Tech/B.E.,computer science & engineering,72.0,2014,-0.3027,1.3779,1.0859,0.0192,0.4805,305000
m,1991-11-06,B.Tech/B.E.,electronics and communication engineering,65.6,2014,0.99,0.5454,0.1637,-1.2486,-0.6692,330000
m,1992-09-21,B.Tech/B.E.,mechanical engineering,65.9,2014,-0.159,-0.1206,0.3174,-0.1076,0.0973,100000
m,1993-02-12,B.Tech/B.E.,electronics and electrical engineering,69.29,2014,-0.0154,-0.9531,-1.3733,-0.3612,-1.244,305000
m,1990-05-18,B.Tech/B.E.,electronics and electrical engineering,67.0,2011,1.2772,1.2114,2.008,0.0192,0.8637,225000
m,1992-09-01,B.Tech/B.E.,computer science & engineering,90.0,2014,-0.4463,1.2114,0.9322,1.1601,-0.0943,325000
m,1988-08-05,B.Tech/B.E.,information technology,68.88,2010,-0.2628,-0.4353,-0.344,0.2973,-0.7615,555000
m,1991-05-28,B.Tech/B.E.,information technology,69.5,2013,-0.4463,0.0459,-2.6028,-1.2486,-1.6273,210000
m,1991-01-08,B.Tech/B.E.,electronics and communication engineering,81.4,2012,-0.2628,0.3448,-1.0697,0.884829999999999,-0.168999999999999,450000
m,1992-01-16,B.Tech/B.E.,electronics and electrical engineering,80.6,2013,0.4155,0.3789,-0.6048,-0.7415,0.2889,315000
m,1992-06-17,B.Tech/B.E.,electronics and communication engineering,75.0,2013,-1.7389,-0.9531,-0.2974,-0.995,0.0973,325000
m,1990-07-25,B.Tech/B.E.,electronics and electrical engineering,73.03,2012,-0.4173,0.1888,-0.6343,-1.2303,0.5419,225000
m,1992-06-20,B.Tech/B.E.,electronics and communication engineering,75.0,2013,-0.3027,-0.1206,0.3174,-0.3612,-0.2859,310000
m,1991-06-14,B.Tech/B.E.,electrical engineering,73.0,2013,-2.1698,-4.2831,-1.8344,-0.1076,-2.9686,200000
m,1991-05-17,B.Tech/B.E.,computer engineering,72.39,2012,-0.1082,-0.0842,-0.2714,-0.1727,-0.6035,350000
f,1990-09-19,B.Tech/B.E.,computer science & engineering,82.3,2013,-0.4463,0.8784,-0.9122,-0.4879,-0.8608,305000
m,1992-06-17,B.Tech/B.E.,information technology,61.0,2013,0.99,1.5444,0.1637,-0.7415,1.0554,110000
m,1984-09-19,B.Tech/B.E.,computer engineering,66.3,2009,-0.2628,-1.6313,0.065,0.6605,-0.2875,415000
m,1993-05-19,B.Tech/B.E.,information technology,80.01,2014,1.5644,0.7119,1.547,-2.136,-0.0943,325000
m,1990-07-02,B.Tech/B.E.,information technology,62.0,2011,1.59199999999999,0.0328,-0.0537,-0.6428,0.3444,290000
m,1991-09-12,B.Tech/B.E.,mechanical engineering,73.0,2013,0.6646,1.4368,-0.344,-1.1128,0.3049,245000
